candidate_name,normalized_name,status,score,label,risk_category,book_class,confidence,topic,audience,problem,domain,template
Abitur Lernplan Checkliste für Schüler,abitur lernplan checkliste fuer schueler,needs_manual_review,71,MAYBE,low,sachbuch,55,Abitur Lernplan,Schüler,,lernen_pruefung,domain_aware:{topic} Checkliste für {audience}
Abitur Lernplan Praxisratgeber für Schüler,abitur lernplan praxisratgeber fuer schueler,needs_manual_review,71,MAYBE,low,sachbuch,55,Abitur Lernplan,Schüler,,lernen_pruefung,domain_aware:{topic} Praxisratgeber für {audience}
IHK Prüfungsvorbereitung Planer für Schüler,ihk pruefungsvorbereitung planer fuer schueler,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Schüler,,lernen_pruefung,domain_aware:{topic} Planer für {audience}
IHK Prüfungsvorbereitung Planer für Azubis,ihk pruefungsvorbereitung planer fuer azubis,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Azubis,,lernen_pruefung,domain_aware:{topic} Planer für {audience}
IHK Prüfungsvorbereitung Praxisratgeber für Studenten,ihk pruefungsvorbereitung praxisratgeber fuer studenten,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Studenten,,lernen_pruefung,domain_aware:{topic} Praxisratgeber für {audience}
IHK Prüfungsvorbereitung Arbeitsbuch für Studenten,ihk pruefungsvorbereitung arbeitsbuch fuer studenten,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Studenten,,lernen_pruefung,domain_aware:{topic} Arbeitsbuch für {audience}
IHK Prüfungsvorbereitung Checkliste für Studenten,ihk pruefungsvorbereitung checkliste fuer studenten,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Studenten,,lernen_pruefung,domain_aware:{topic} Checkliste für {audience}
IHK Prüfungsvorbereitung Planer für Studenten,ihk pruefungsvorbereitung planer fuer studenten,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Studenten,,lernen_pruefung,domain_aware:{topic} Planer für {audience}
IHK Prüfungsvorbereitung Praxisratgeber für Azubis,ihk pruefungsvorbereitung praxisratgeber fuer azubis,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Azubis,,lernen_pruefung,domain_aware:{topic} Praxisratgeber für {audience}
IHK Prüfungsvorbereitung Arbeitsbuch für Azubis,ihk pruefungsvorbereitung arbeitsbuch fuer azubis,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Azubis,,lernen_pruefung,domain_aware:{topic} Arbeitsbuch für {audience}
IHK Prüfungsvorbereitung Checkliste für Azubis,ihk pruefungsvorbereitung checkliste fuer azubis,needs_manual_review,71,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Azubis,,lernen_pruefung,domain_aware:{topic} Checkliste für {audience}
Buchhaltung Praxisratgeber für Selbstständige,buchhaltung praxisratgeber fuer selbststaendige,needs_manual_review,71,MAYBE,low,sachbuch,85,Buchhaltung,Selbstständige,,,Thema Praxisratgeber für Zielgruppe
Pflege Thema 9 mit Checklisten Journal Hilfe bei Unterlagen fehlen,pflege thema 9 mit checklisten journal hilfe bei unterlagen fehlen,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflege Thema 9 mit Checklisten Journal,Pflegebedürftige,Unterlagen fehlen,pflege,domain_aware:{topic} Hilfe bei {problem}
Haushalt Ordnung Planer strukturierter Leitfaden Hilfe bei Haushalt Ordnung Vorlagen: Fortschritt wird nicht dokumentiert,haushalt ordnung planer strukturierter leitfaden hilfe bei haushalt ordnung vorlagen fortschritt wird nicht dokumentiert,needs_manual_review,71,MAYBE,low,sachbuch,55,Haushalt Ordnung Planer strukturierter Leitfaden,Familien,Haushalt Ordnung Vorlagen: Fortschritt wird nicht dokumentiert,haushalt_ordnung,domain_aware:{topic} Hilfe bei {problem}
Pflegegrad Widerspruch Planer für Pflegebedürftige,pflegegrad widerspruch planer fuer pflegebeduerftige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,,pflege,domain_aware:{topic} Planer für {audience}
Pflegegrad Widerspruch Checkliste für Pflegebedürftige,pflegegrad widerspruch checkliste fuer pflegebeduerftige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,,pflege,domain_aware:{topic} Checkliste für {audience}
Pflegegrad Widerspruch Arbeitsbuch für Pflegebedürftige,pflegegrad widerspruch arbeitsbuch fuer pflegebeduerftige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,,pflege,domain_aware:{topic} Arbeitsbuch für {audience}
Pflegegrad beantragen Planer für Angehörige,pflegegrad beantragen planer fuer angehoerige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Angehörige,,pflege,domain_aware:{topic} Planer für {audience}
Pflegegrad Widerspruch Praxisratgeber für Pflegebedürftige,pflegegrad widerspruch praxisratgeber fuer pflegebeduerftige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,,pflege,domain_aware:{topic} Praxisratgeber für {audience}
Pflegegrad beantragen Checkliste für Angehörige,pflegegrad beantragen checkliste fuer angehoerige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Angehörige,,pflege,domain_aware:{topic} Checkliste für {audience}
Eltern Praxisratgeber für Eltern,eltern praxisratgeber fuer eltern,needs_manual_review,71,MAYBE,low,sachbuch,85,Eltern,Eltern,,,Thema Praxisratgeber für Zielgruppe
Haushalt Ordnung Arbeitsbuch Wochenplan Workbook Hilfe bei Haushalt Ordnung Vorlagen: Fortschritt wird nicht dokumentiert,haushalt ordnung arbeitsbuch wochenplan workbook hilfe bei haushalt ordnung vorlagen fortschritt wird nicht dokumentiert,needs_manual_review,71,MAYBE,low,sachbuch,55,Haushalt Ordnung Arbeitsbuch Wochenplan Workbook,Familien,Haushalt Ordnung Vorlagen: Fortschritt wird nicht dokumentiert,haushalt_ordnung,domain_aware:{topic} Hilfe bei {problem}
Pflegegrad beantragen Arbeitsbuch für Angehörige,pflegegrad beantragen arbeitsbuch fuer angehoerige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Angehörige,,pflege,domain_aware:{topic} Arbeitsbuch für {audience}
Pflegegrad beantragen Praxisratgeber für Angehörige,pflegegrad beantragen praxisratgeber fuer angehoerige,needs_manual_review,71,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Angehörige,,pflege,domain_aware:{topic} Praxisratgeber für {audience}
Social Media Marketing für Eltern,social media marketing fuer eltern,needs_manual_review,70,MAYBE,low,sachbuch,78,Social Media Marketing,Selbstständige,,,Thema für Eltern
Social Media Marketing für Selbstständige,social media marketing fuer selbststaendige,needs_manual_review,70,MAYBE,low,sachbuch,92,Social Media Marketing,Selbstständige,,,Thema für Zielgruppe
Social Media Marketing für Anfänger,social media marketing fuer anfaenger,needs_manual_review,70,MAYBE,low,sachbuch,88,Social Media Marketing,Selbstständige,,,Thema für Anfänger
Rückruftraining Hund strukturierter Leitfaden Arbeitsbuch für Hundehalter,rueckruftraining hund strukturierter leitfaden arbeitsbuch fuer hundehalter,needs_manual_review,70,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Hundehalter,,haustiere_hunde,domain_aware:{topic} Arbeitsbuch für {audience}
Rückruftraining Hund strukturierter Leitfaden Checkliste für Hundehalter,rueckruftraining hund strukturierter leitfaden checkliste fuer hundehalter,needs_manual_review,70,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Hundehalter,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Social Media Marketing für Schüler,social media marketing fuer schueler,needs_manual_review,70,MAYBE,low,sachbuch,76,Social Media Marketing,Selbstständige,,,Thema für Schüler
Social Media Marketing für Senioren,social media marketing fuer senioren,needs_manual_review,70,MAYBE,low,sachbuch,82,Social Media Marketing,Selbstständige,,,Thema für Senioren
Rückruftraining Hund strukturierter Leitfaden Praxisratgeber für Hundehalter,rueckruftraining hund strukturierter leitfaden praxisratgeber fuer hundehalter,needs_manual_review,70,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Hundehalter,,haustiere_hunde,domain_aware:{topic} Praxisratgeber für {audience}
Rückruftraining Hund strukturierter Leitfaden Planer für Hundehalter,rueckruftraining hund strukturierter leitfaden planer fuer hundehalter,needs_manual_review,70,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Hundehalter,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
Pflegegrad Widerspruch für Angehörige,pflegegrad widerspruch fuer angehoerige,needs_manual_review,70,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Angehörige,,pflege,domain_aware:{topic} für {audience}
Rückruftraining Hund strukturierter Leitfaden für Hundehalter,rueckruftraining hund strukturierter leitfaden fuer hundehalter,needs_manual_review,70,MAYBE,low,sachbuch,55,Rückruftraining Hund strukturierter Leitfaden,Hundehalter,,haustiere_hunde,domain_aware:{topic} für {audience}
Steuererklärung Praxisratgeber für Freelancer,steuererklaerung praxisratgeber fuer freelancer,needs_manual_review,69,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Steuererklärung,Freelancer,,,Thema Praxisratgeber für Zielgruppe
Steuererklärung Praxisratgeber für Selbstständige,steuererklaerung praxisratgeber fuer selbststaendige,needs_manual_review,69,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Steuererklärung,Selbstständige,,,Thema Praxisratgeber für Zielgruppe
Produktivität Praxisratgeber für Selbstständige,produktivitaet praxisratgeber fuer selbststaendige,needs_manual_review,69,MAYBE,medium,sachbuch,85,Produktivität,Selbstständige,,,Thema Praxisratgeber für Zielgruppe
Rückruftraining Hund Arbeitsbuch für Hundehalter,rueckruftraining hund arbeitsbuch fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Rückruftraining Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Arbeitsbuch für {audience}
Leinenführigkeit Hund Arbeitsbuch für Hundehalter,leinenfuehrigkeit hund arbeitsbuch fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Arbeitsbuch für {audience}
Leinenführigkeit Hund Checkliste für Hundehalter,leinenfuehrigkeit hund checkliste fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Leinenführigkeit Hund Planer für Hundehalter,leinenfuehrigkeit hund planer fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
Rückruftraining Hund Planer für Hundehalter,rueckruftraining hund planer fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Rückruftraining Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Planer für {audience}
Social Media Marketing Workbook,social media marketing,needs_manual_review,68,MAYBE,low,sachbuch,84,Social Media Marketing,Selbstständige,,,Thema Workbook
Rückruftraining Hund Praxisratgeber für Hundehalter,rueckruftraining hund praxisratgeber fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Rückruftraining Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Praxisratgeber für {audience}
Rückruftraining Hund Checkliste für Hundehalter,rueckruftraining hund checkliste fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Rückruftraining Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Checkliste für {audience}
Leinenführigkeit Hund Praxisratgeber für Hundehalter,leinenfuehrigkeit hund praxisratgeber fuer hundehalter,needs_manual_review,68,MAYBE,low,sachbuch,55,Leinenführigkeit Hund,Hundehalter,,haustiere_hunde,domain_aware:{topic} Praxisratgeber für {audience}
Pflegegrad für Ruheständler,pflegegrad fuer ruhestaendler,needs_manual_review,67,MAYBE,low,sachbuch,92,Pflegegrad,Ruheständler,,,Thema für Zielgruppe
Social Media Marketing Schritt-für-Schritt,social media marketing schrittfuerschritt,needs_manual_review,67,MAYBE,low,sachbuch,80,Social Media Marketing,Selbstständige,,,Thema Schritt-für-Schritt
ADHS Haushaltsplaner Checkliste für Erwachsene mit ADHS,adhs haushaltsplaner checkliste fuer erwachsene mit adhs,needs_manual_review,67,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Haushaltsplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Checkliste für {audience}
ADHS Haushaltsplaner Planer für Erwachsene mit ADHS,adhs haushaltsplaner planer fuer erwachsene mit adhs,needs_manual_review,67,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Haushaltsplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Planer für {audience}
ADHS Haushaltsplaner Praxisratgeber für Erwachsene mit ADHS,adhs haushaltsplaner praxisratgeber fuer erwachsene mit adhs,needs_manual_review,67,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Haushaltsplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Praxisratgeber für {audience}
Pflegebedürftigkeit für Rentner,pflegebeduerftigkeit fuer rentner,needs_manual_review,67,MAYBE,low,sachbuch,92,Pflegebedürftigkeit,Rentner,,,Thema für Zielgruppe
ADHS Haushaltsplaner Arbeitsbuch für Erwachsene mit ADHS,adhs haushaltsplaner arbeitsbuch fuer erwachsene mit adhs,needs_manual_review,67,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Haushaltsplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Arbeitsbuch für {audience}
ADHS Haushaltsplaner für Erwachsene mit ADHS,adhs haushaltsplaner fuer erwachsene mit adhs,needs_manual_review,67,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Haushaltsplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} für {audience}
Demenz Praxisratgeber für Angehörige,demenz praxisratgeber fuer angehoerige,needs_manual_review,66,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Demenz,Angehörige,,,Thema Praxisratgeber für Zielgruppe
Demenz Praxisratgeber für Ruheständler,demenz praxisratgeber fuer ruhestaendler,needs_manual_review,66,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Demenz,Ruheständler,,,Thema Praxisratgeber für Zielgruppe
Pflegegrad beantragen Hilfe bei Unterlagen fehlen,pflegegrad beantragen hilfe bei unterlagen fehlen,needs_manual_review,66,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Pflegebedürftige,Unterlagen fehlen,pflege,domain_aware:{topic} Hilfe bei {problem}
Abitur Lernplan Hilfe bei Lernen Pruefung Thema 8: Vorlagen fehlen,abitur lernplan hilfe bei lernen pruefung thema 8 vorlagen fehlen,needs_manual_review,66,MAYBE,low,sachbuch,55,Abitur Lernplan,Schüler,Lernen Pruefung Thema 8: Vorlagen fehlen,lernen_pruefung,domain_aware:{topic} Hilfe bei {problem}
Demenz Praxisratgeber für Senioren,demenz praxisratgeber fuer senioren,needs_manual_review,66,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Demenz,Senioren,,,Thema Praxisratgeber für Zielgruppe
IHK Prüfungsvorbereitung Hilfe bei Lernen Pruefung Thema 8: Vorlagen fehlen,ihk pruefungsvorbereitung hilfe bei lernen pruefung thema 8 vorlagen fehlen,needs_manual_review,66,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Schüler,Lernen Pruefung Thema 8: Vorlagen fehlen,lernen_pruefung,domain_aware:{topic} Hilfe bei {problem}
Blutdrucktagebuch Praxisratgeber für Senioren,blutdrucktagebuch praxisratgeber fuer senioren,needs_manual_review,66,HIGH_RISK_OPPORTUNITY,high,sachbuch,85,Blutdrucktagebuch,Senioren,,,Thema Praxisratgeber für Zielgruppe
Pflegeantrag vorbereiten Hilfe bei Unterlagen fehlen,pflegeantrag vorbereiten hilfe bei unterlagen fehlen,needs_manual_review,66,MAYBE,low,sachbuch,55,Pflegeantrag vorbereiten,Pflegebedürftige,Unterlagen fehlen,pflege,domain_aware:{topic} Hilfe bei {problem}
Pflegegrad Widerspruch Hilfe bei Unterlagen fehlen,pflegegrad widerspruch hilfe bei unterlagen fehlen,needs_manual_review,66,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,Unterlagen fehlen,pflege,domain_aware:{topic} Hilfe bei {problem}
ADHS Lernplaner Arbeitsbuch für Erwachsene mit ADHS,adhs lernplaner arbeitsbuch fuer erwachsene mit adhs,needs_manual_review,64,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Lernplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Arbeitsbuch für {audience}
Buchhaltung für Eltern,buchhaltung fuer eltern,needs_manual_review,64,MAYBE,low,sachbuch,78,Buchhaltung,Selbstständige,,,Thema für Eltern
Buchhaltung für Schüler,buchhaltung fuer schueler,needs_manual_review,64,MAYBE,low,sachbuch,76,Buchhaltung,Selbstständige,,,Thema für Schüler
IHK Prüfungsvorbereitung für Schüler,ihk pruefungsvorbereitung fuer schueler,needs_manual_review,64,MAYBE,low,sachbuch,55,IHK Prüfungsvorbereitung,Schüler,,lernen_pruefung,domain_aware:{topic} für {audience}
ADHS Wochenplaner für Erwachsene mit ADHS,adhs wochenplaner fuer erwachsene mit adhs,needs_manual_review,64,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Wochenplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} für {audience}
ADHS Wochenplaner Planer für Erwachsene mit ADHS,adhs wochenplaner planer fuer erwachsene mit adhs,needs_manual_review,64,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Wochenplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Planer für {audience}
Abitur Lernplan für Schüler,abitur lernplan fuer schueler,needs_manual_review,64,MAYBE,low,sachbuch,55,Abitur Lernplan,Schüler,,lernen_pruefung,domain_aware:{topic} für {audience}
Pflegegrad beantragen für Angehörige,pflegegrad beantragen fuer angehoerige,needs_manual_review,64,MAYBE,low,sachbuch,55,Pflegegrad beantragen,Angehörige,,pflege,domain_aware:{topic} für {audience}
Selbstständige Social Media Marketing,selbststaendige social media marketing,needs_manual_review,64,MAYBE,low,sachbuch,72,Social Media Marketing,Selbstständige,,,Audience + Thema
Pflegegrad Widerspruch für Pflegebedürftige,pflegegrad widerspruch fuer pflegebeduerftige,needs_manual_review,64,MAYBE,low,sachbuch,55,Pflegegrad Widerspruch,Pflegebedürftige,,pflege,domain_aware:{topic} für {audience}
ADHS Wochenplaner Checkliste für Erwachsene mit ADHS,adhs wochenplaner checkliste fuer erwachsene mit adhs,needs_manual_review,64,HIGH_RISK_OPPORTUNITY,high,sachbuch,55,ADHS Wochenplaner,Erwachsene mit ADHS,,adhs_organisation,domain_aware:{topic} Checkliste für {audience}
