macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
gesundheit,gesundheit_v2_sub_1,Gesundheit tagebuch für Berufstaetige,berufstaetige,für den alltag optimiert,tagebuch,low,54,de,DE,auto v2 #194
gesundheit,gesundheit_v2_sub_1,Gesundheit workbook für Studenten,studenten,schnell und effektiv umsetzen,workbook,low,50,de,DE,auto v2 #195
gesundheit,gesundheit_v2_sub_1,Gesundheit leitfaden für Senioren,senioren,keine vorkenntnisse nötig,leitfaden,low,51,de,DE,auto v2 #196
gesundheit,gesundheit_v2_sub_1,Gesundheit vorlagenbuch für Eltern,eltern,mit vielen beispielen,vorlagenbuch,low,52,de,DE,auto v2 #197
gesundheit,gesundheit_v2_sub_1,Gesundheit praxisbuch für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,praxisbuch,low,53,de,DE,auto v2 #198
gesundheit,gesundheit_v2_sub_1,Gesundheit arbeitsbuch für Jugendliche,jugendliche,praktisch umsetzen,arbeitsbuch,low,54,de,DE,auto v2 #199
gesundheit,gesundheit_v2_sub_2,Gesundheit ratgeber für Anfaenger,anfaenger,praktisch umsetzen,ratgeber,low,55,de,DE,auto v2 #200
gesundheit,gesundheit_v2_sub_3,Gesundheit checkliste für Einsteiger,einsteiger,praktisch umsetzen,checkliste,low,56,de,DE,auto v2 #201
gesundheit,gesundheit_v2_sub_4,Gesundheit planer für Erwachsene,erwachsene,praktisch umsetzen,planer,low,57,de,DE,auto v2 #202
gesundheit,gesundheit_v2_sub_5,Gesundheit tagebuch für Familien,familien,praktisch umsetzen,tagebuch,low,58,de,DE,auto v2 #203
gesundheit,gesundheit_v2_sub_6,Gesundheit workbook für Berufstaetige,berufstaetige,praktisch umsetzen,workbook,low,54,de,DE,auto v2 #204
gesundheit,gesundheit_v2_sub_7,Gesundheit leitfaden für Studenten,studenten,praktisch umsetzen,leitfaden,low,55,de,DE,auto v2 #205
gesundheit,gesundheit_v2_sub_8,Gesundheit vorlagenbuch für Senioren,senioren,praktisch umsetzen,vorlagenbuch,low,56,de,DE,auto v2 #206
gesundheit,gesundheit_v2_sub_9,Gesundheit praxisbuch für Eltern,eltern,praktisch umsetzen,praxisbuch,low,57,de,DE,auto v2 #207
gesundheit,gesundheit_v2_sub_10,Gesundheit arbeitsbuch für Kleinunternehmer,kleinunternehmer,praktisch umsetzen,arbeitsbuch,low,58,de,DE,auto v2 #208
pflege,pflege_v2_sub_1,Pflege arbeitsbuch für Einsteiger,einsteiger,praktisch umsetzen,arbeitsbuch,low,51,de,DE,auto v2 #209
pflege,pflege_v2_sub_1,Pflege ratgeber für Erwachsene,erwachsene,einfach und verständlich,ratgeber,low,52,de,DE,auto v2 #210
pflege,pflege_v2_sub_1,Pflege checkliste für Familien,familien,mit übungen und checklisten,checkliste,low,53,de,DE,auto v2 #211
pflege,pflege_v2_sub_1,Pflege planer für Berufstaetige,berufstaetige,für den alltag optimiert,planer,low,54,de,DE,auto v2 #212
pflege,pflege_v2_sub_1,Pflege tagebuch für Studenten,studenten,schnell und effektiv umsetzen,tagebuch,low,55,de,DE,auto v2 #213
pflege,pflege_v2_sub_1,Pflege workbook für Senioren,senioren,keine vorkenntnisse nötig,workbook,low,51,de,DE,auto v2 #214
pflege,pflege_v2_sub_1,Pflege leitfaden für Eltern,eltern,mit vielen beispielen,leitfaden,low,52,de,DE,auto v2 #215
pflege,pflege_v2_sub_1,Pflege vorlagenbuch für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,vorlagenbuch,low,53,de,DE,auto v2 #216
pflege,pflege_v2_sub_1,Pflege praxisbuch für Jugendliche,jugendliche,praktisch umsetzen,praxisbuch,low,54,de,DE,auto v2 #217
pflege,pflege_v2_sub_1,Pflege arbeitsbuch für Anfaenger,anfaenger,einfach und verständlich,arbeitsbuch,low,55,de,DE,auto v2 #218
pflege,pflege_v2_sub_2,Pflege ratgeber für Einsteiger,einsteiger,einfach und verständlich,ratgeber,low,56,de,DE,auto v2 #219
pflege,pflege_v2_sub_3,Pflege checkliste für Erwachsene,erwachsene,einfach und verständlich,checkliste,low,57,de,DE,auto v2 #220
pflege,pflege_v2_sub_4,Pflege planer für Familien,familien,einfach und verständlich,planer,low,58,de,DE,auto v2 #221
pflege,pflege_v2_sub_5,Pflege tagebuch für Berufstaetige,berufstaetige,einfach und verständlich,tagebuch,low,59,de,DE,auto v2 #222
pflege,pflege_v2_sub_6,Pflege workbook für Studenten,studenten,einfach und verständlich,workbook,low,55,de,DE,auto v2 #223
pflege,pflege_v2_sub_7,Pflege leitfaden für Senioren,senioren,einfach und verständlich,leitfaden,low,56,de,DE,auto v2 #224
pflege,pflege_v2_sub_8,Pflege vorlagenbuch für Eltern,eltern,einfach und verständlich,vorlagenbuch,low,57,de,DE,auto v2 #225
pflege,pflege_v2_sub_9,Pflege praxisbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,praxisbuch,low,58,de,DE,auto v2 #226
pflege,pflege_v2_sub_10,Pflege arbeitsbuch für Jugendliche,jugendliche,einfach und verständlich,arbeitsbuch,low,59,de,DE,auto v2 #227
haustiere,haustiere_v2_sub_1,Haustiere arbeitsbuch für Erwachsene,erwachsene,einfach und verständlich,arbeitsbuch,low,52,de,DE,auto v2 #228
haustiere,haustiere_v2_sub_1,Haustiere ratgeber für Familien,familien,mit übungen und checklisten,ratgeber,low,53,de,DE,auto v2 #229
haustiere,haustiere_v2_sub_1,Haustiere checkliste für Berufstaetige,berufstaetige,für den alltag optimiert,checkliste,low,54,de,DE,auto v2 #230
haustiere,haustiere_v2_sub_1,Haustiere planer für Studenten,studenten,schnell und effektiv umsetzen,planer,low,55,de,DE,auto v2 #231
haustiere,haustiere_v2_sub_1,Haustiere tagebuch für Senioren,senioren,keine vorkenntnisse nötig,tagebuch,low,56,de,DE,auto v2 #232
haustiere,haustiere_v2_sub_1,Haustiere workbook für Eltern,eltern,mit vielen beispielen,workbook,low,52,de,DE,auto v2 #233
haustiere,haustiere_v2_sub_1,Haustiere leitfaden für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,leitfaden,low,53,de,DE,auto v2 #234
haustiere,haustiere_v2_sub_1,Haustiere vorlagenbuch für Jugendliche,jugendliche,praktisch umsetzen,vorlagenbuch,low,54,de,DE,auto v2 #235
haustiere,haustiere_v2_sub_1,Haustiere praxisbuch für Anfaenger,anfaenger,einfach und verständlich,praxisbuch,low,55,de,DE,auto v2 #236
haustiere,haustiere_v2_sub_1,Haustiere arbeitsbuch für Einsteiger,einsteiger,mit übungen und checklisten,arbeitsbuch,low,56,de,DE,auto v2 #237
haustiere,haustiere_v2_sub_2,Haustiere ratgeber für Erwachsene,erwachsene,mit übungen und checklisten,ratgeber,low,57,de,DE,auto v2 #238
haustiere,haustiere_v2_sub_3,Haustiere checkliste für Familien,familien,mit übungen und checklisten,checkliste,low,58,de,DE,auto v2 #239
haustiere,haustiere_v2_sub_4,Haustiere planer für Berufstaetige,berufstaetige,mit übungen und checklisten,planer,low,59,de,DE,auto v2 #240
haustiere,haustiere_v2_sub_5,Haustiere tagebuch für Studenten,studenten,mit übungen und checklisten,tagebuch,low,60,de,DE,auto v2 #241
haustiere,haustiere_v2_sub_6,Haustiere workbook für Senioren,senioren,mit übungen und checklisten,workbook,low,56,de,DE,auto v2 #242
haustiere,haustiere_v2_sub_7,Haustiere leitfaden für Eltern,eltern,mit übungen und checklisten,leitfaden,low,57,de,DE,auto v2 #243
haustiere,haustiere_v2_sub_8,Haustiere vorlagenbuch für Kleinunternehmer,kleinunternehmer,mit übungen und checklisten,vorlagenbuch,low,58,de,DE,auto v2 #244
haustiere,haustiere_v2_sub_9,Haustiere praxisbuch für Jugendliche,jugendliche,mit übungen und checklisten,praxisbuch,low,59,de,DE,auto v2 #245
haustiere,haustiere_v2_sub_10,Haustiere arbeitsbuch für Anfaenger,anfaenger,mit übungen und checklisten,arbeitsbuch,low,60,de,DE,auto v2 #246
software,software_v2_sub_1,Software arbeitsbuch für Familien,familien,mit übungen und checklisten,arbeitsbuch,low,53,de,DE,auto v2 #247
software,software_v2_sub_1,Software ratgeber für Berufstaetige,berufstaetige,für den alltag optimiert,ratgeber,low,54,de,DE,auto v2 #248
software,software_v2_sub_1,Software checkliste für Studenten,studenten,schnell und effektiv umsetzen,checkliste,low,55,de,DE,auto v2 #249
software,software_v2_sub_1,Software planer für Senioren,senioren,keine vorkenntnisse nötig,planer,low,56,de,DE,auto v2 #250
software,software_v2_sub_1,Software tagebuch für Eltern,eltern,mit vielen beispielen,tagebuch,low,57,de,DE,auto v2 #251
software,software_v2_sub_1,Software workbook für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,workbook,low,53,de,DE,auto v2 #252
software,software_v2_sub_1,Software leitfaden für Jugendliche,jugendliche,praktisch umsetzen,leitfaden,low,54,de,DE,auto v2 #253
software,software_v2_sub_1,Software vorlagenbuch für Anfaenger,anfaenger,einfach und verständlich,vorlagenbuch,low,55,de,DE,auto v2 #254
software,software_v2_sub_1,Software praxisbuch für Einsteiger,einsteiger,mit übungen und checklisten,praxisbuch,low,56,de,DE,auto v2 #255
software,software_v2_sub_1,Software arbeitsbuch für Erwachsene,erwachsene,für den alltag optimiert,arbeitsbuch,low,57,de,DE,auto v2 #256
software,software_v2_sub_2,Software ratgeber für Familien,familien,für den alltag optimiert,ratgeber,low,58,de,DE,auto v2 #257
software,software_v2_sub_3,Software checkliste für Berufstaetige,berufstaetige,für den alltag optimiert,checkliste,low,59,de,DE,auto v2 #258
software,software_v2_sub_4,Software planer für Studenten,studenten,für den alltag optimiert,planer,low,60,de,DE,auto v2 #259
software,software_v2_sub_5,Software tagebuch für Senioren,senioren,für den alltag optimiert,tagebuch,low,61,de,DE,auto v2 #260
software,software_v2_sub_6,Software workbook für Eltern,eltern,für den alltag optimiert,workbook,low,57,de,DE,auto v2 #261
software,software_v2_sub_7,Software leitfaden für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,leitfaden,low,58,de,DE,auto v2 #262
software,software_v2_sub_8,Software vorlagenbuch für Jugendliche,jugendliche,für den alltag optimiert,vorlagenbuch,low,59,de,DE,auto v2 #263
software,software_v2_sub_9,Software praxisbuch für Anfaenger,anfaenger,für den alltag optimiert,praxisbuch,low,60,de,DE,auto v2 #264
software,software_v2_sub_10,Software arbeitsbuch für Einsteiger,einsteiger,für den alltag optimiert,arbeitsbuch,low,61,de,DE,auto v2 #265
business,business_v2_sub_1,Business arbeitsbuch für Berufstaetige,berufstaetige,für den alltag optimiert,arbeitsbuch,low,54,de,DE,auto v2 #266
business,business_v2_sub_1,Business ratgeber für Studenten,studenten,schnell und effektiv umsetzen,ratgeber,low,55,de,DE,auto v2 #267
business,business_v2_sub_1,Business checkliste für Senioren,senioren,keine vorkenntnisse nötig,checkliste,low,56,de,DE,auto v2 #268
business,business_v2_sub_1,Business planer für Eltern,eltern,mit vielen beispielen,planer,low,57,de,DE,auto v2 #269
business,business_v2_sub_1,Business tagebuch für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,tagebuch,low,58,de,DE,auto v2 #270
business,business_v2_sub_1,Business workbook für Jugendliche,jugendliche,praktisch umsetzen,workbook,low,54,de,DE,auto v2 #271
business,business_v2_sub_1,Business leitfaden für Anfaenger,anfaenger,einfach und verständlich,leitfaden,low,55,de,DE,auto v2 #272
business,business_v2_sub_1,Business vorlagenbuch für Einsteiger,einsteiger,mit übungen und checklisten,vorlagenbuch,low,56,de,DE,auto v2 #273
business,business_v2_sub_1,Business praxisbuch für Erwachsene,erwachsene,für den alltag optimiert,praxisbuch,low,57,de,DE,auto v2 #274
business,business_v2_sub_1,Business arbeitsbuch für Familien,familien,schnell und effektiv umsetzen,arbeitsbuch,low,58,de,DE,auto v2 #275
business,business_v2_sub_2,Business ratgeber für Berufstaetige,berufstaetige,schnell und effektiv umsetzen,ratgeber,low,59,de,DE,auto v2 #276
business,business_v2_sub_3,Business checkliste für Studenten,studenten,schnell und effektiv umsetzen,checkliste,low,60,de,DE,auto v2 #277
business,business_v2_sub_4,Business planer für Senioren,senioren,schnell und effektiv umsetzen,planer,low,61,de,DE,auto v2 #278
business,business_v2_sub_5,Business tagebuch für Eltern,eltern,schnell und effektiv umsetzen,tagebuch,low,62,de,DE,auto v2 #279
business,business_v2_sub_6,Business workbook für Kleinunternehmer,kleinunternehmer,schnell und effektiv umsetzen,workbook,low,58,de,DE,auto v2 #280
business,business_v2_sub_7,Business leitfaden für Jugendliche,jugendliche,schnell und effektiv umsetzen,leitfaden,low,59,de,DE,auto v2 #281
business,business_v2_sub_8,Business vorlagenbuch für Anfaenger,anfaenger,schnell und effektiv umsetzen,vorlagenbuch,low,60,de,DE,auto v2 #282
business,business_v2_sub_9,Business praxisbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,praxisbuch,low,61,de,DE,auto v2 #283
business,business_v2_sub_10,Business arbeitsbuch für Erwachsene,erwachsene,schnell und effektiv umsetzen,arbeitsbuch,low,62,de,DE,auto v2 #284
finanzen,finanzen_v2_sub_1,Finanzen arbeitsbuch für Studenten,studenten,schnell und effektiv umsetzen,arbeitsbuch,low,55,de,DE,auto v2 #285
finanzen,finanzen_v2_sub_1,Finanzen ratgeber für Senioren,senioren,keine vorkenntnisse nötig,ratgeber,low,56,de,DE,auto v2 #286
finanzen,finanzen_v2_sub_1,Finanzen checkliste für Eltern,eltern,mit vielen beispielen,checkliste,low,57,de,DE,auto v2 #287
finanzen,finanzen_v2_sub_1,Finanzen planer für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,planer,low,58,de,DE,auto v2 #288
finanzen,finanzen_v2_sub_1,Finanzen tagebuch für Jugendliche,jugendliche,praktisch umsetzen,tagebuch,low,59,de,DE,auto v2 #289
finanzen,finanzen_v2_sub_1,Finanzen workbook für Anfaenger,anfaenger,einfach und verständlich,workbook,low,55,de,DE,auto v2 #290
finanzen,finanzen_v2_sub_1,Finanzen leitfaden für Einsteiger,einsteiger,mit übungen und checklisten,leitfaden,low,56,de,DE,auto v2 #291
finanzen,finanzen_v2_sub_1,Finanzen vorlagenbuch für Erwachsene,erwachsene,für den alltag optimiert,vorlagenbuch,low,57,de,DE,auto v2 #292
finanzen,finanzen_v2_sub_1,Finanzen praxisbuch für Familien,familien,schnell und effektiv umsetzen,praxisbuch,low,58,de,DE,auto v2 #293
finanzen,finanzen_v2_sub_1,Finanzen arbeitsbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,arbeitsbuch,low,59,de,DE,auto v2 #294
finanzen,finanzen_v2_sub_2,Finanzen ratgeber für Studenten,studenten,keine vorkenntnisse nötig,ratgeber,low,60,de,DE,auto v2 #295
finanzen,finanzen_v2_sub_3,Finanzen checkliste für Senioren,senioren,keine vorkenntnisse nötig,checkliste,low,61,de,DE,auto v2 #296
finanzen,finanzen_v2_sub_4,Finanzen planer für Eltern,eltern,keine vorkenntnisse nötig,planer,low,62,de,DE,auto v2 #297
finanzen,finanzen_v2_sub_5,Finanzen tagebuch für Kleinunternehmer,kleinunternehmer,keine vorkenntnisse nötig,tagebuch,low,63,de,DE,auto v2 #298
finanzen,finanzen_v2_sub_6,Finanzen workbook für Jugendliche,jugendliche,keine vorkenntnisse nötig,workbook,low,59,de,DE,auto v2 #299
finanzen,finanzen_v2_sub_7,Finanzen leitfaden für Anfaenger,anfaenger,keine vorkenntnisse nötig,leitfaden,low,60,de,DE,auto v2 #300
finanzen,finanzen_v2_sub_8,Finanzen vorlagenbuch für Einsteiger,einsteiger,keine vorkenntnisse nötig,vorlagenbuch,low,61,de,DE,auto v2 #301
finanzen,finanzen_v2_sub_9,Finanzen praxisbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,praxisbuch,low,62,de,DE,auto v2 #302
finanzen,finanzen_v2_sub_10,Finanzen arbeitsbuch für Familien,familien,keine vorkenntnisse nötig,arbeitsbuch,low,63,de,DE,auto v2 #303
schule,schule_v2_sub_1,Schule arbeitsbuch für Senioren,senioren,keine vorkenntnisse nötig,arbeitsbuch,low,56,de,DE,auto v2 #304
schule,schule_v2_sub_1,Schule ratgeber für Eltern,eltern,mit vielen beispielen,ratgeber,low,57,de,DE,auto v2 #305
schule,schule_v2_sub_1,Schule checkliste für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,checkliste,low,58,de,DE,auto v2 #306
schule,schule_v2_sub_1,Schule planer für Jugendliche,jugendliche,praktisch umsetzen,planer,low,59,de,DE,auto v2 #307
schule,schule_v2_sub_1,Schule tagebuch für Anfaenger,anfaenger,einfach und verständlich,tagebuch,low,60,de,DE,auto v2 #308
schule,schule_v2_sub_1,Schule workbook für Einsteiger,einsteiger,mit übungen und checklisten,workbook,low,56,de,DE,auto v2 #309
schule,schule_v2_sub_1,Schule leitfaden für Erwachsene,erwachsene,für den alltag optimiert,leitfaden,low,57,de,DE,auto v2 #310
schule,schule_v2_sub_1,Schule vorlagenbuch für Familien,familien,schnell und effektiv umsetzen,vorlagenbuch,low,58,de,DE,auto v2 #311
schule,schule_v2_sub_1,Schule praxisbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,praxisbuch,low,59,de,DE,auto v2 #312
schule,schule_v2_sub_1,Schule arbeitsbuch für Studenten,studenten,mit vielen beispielen,arbeitsbuch,low,60,de,DE,auto v2 #313
schule,schule_v2_sub_2,Schule ratgeber für Senioren,senioren,mit vielen beispielen,ratgeber,low,61,de,DE,auto v2 #314
schule,schule_v2_sub_3,Schule checkliste für Eltern,eltern,mit vielen beispielen,checkliste,low,62,de,DE,auto v2 #315
schule,schule_v2_sub_4,Schule planer für Kleinunternehmer,kleinunternehmer,mit vielen beispielen,planer,low,63,de,DE,auto v2 #316
schule,schule_v2_sub_5,Schule tagebuch für Jugendliche,jugendliche,mit vielen beispielen,tagebuch,low,64,de,DE,auto v2 #317
schule,schule_v2_sub_6,Schule workbook für Anfaenger,anfaenger,mit vielen beispielen,workbook,low,60,de,DE,auto v2 #318
schule,schule_v2_sub_7,Schule leitfaden für Einsteiger,einsteiger,mit vielen beispielen,leitfaden,low,61,de,DE,auto v2 #319
schule,schule_v2_sub_8,Schule vorlagenbuch für Erwachsene,erwachsene,mit vielen beispielen,vorlagenbuch,low,62,de,DE,auto v2 #320
schule,schule_v2_sub_9,Schule praxisbuch für Familien,familien,mit vielen beispielen,praxisbuch,low,63,de,DE,auto v2 #321
schule,schule_v2_sub_10,Schule arbeitsbuch für Berufstaetige,berufstaetige,mit vielen beispielen,arbeitsbuch,low,64,de,DE,auto v2 #322
karriere,karriere_v2_sub_1,Karriere arbeitsbuch für Eltern,eltern,mit vielen beispielen,arbeitsbuch,low,57,de,DE,auto v2 #323
karriere,karriere_v2_sub_1,Karriere ratgeber für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,ratgeber,low,58,de,DE,auto v2 #324
karriere,karriere_v2_sub_1,Karriere checkliste für Jugendliche,jugendliche,praktisch umsetzen,checkliste,low,59,de,DE,auto v2 #325
